id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,track_id,popularity
53099,Das Bin Ich,"Spotlight Musicals, Sabrina Weckerlin, Christoph Jilo, Dennis Martin",pop,moody,0.457,73.992,0.206,0.426,0.576,74kfMAgWlpDgKKyM0Bbt6S,27
53100,Quinze Ans,Claude-Michel Schönberg,pop,moody,0.3,128.275,0.204,0.419,0.795,3t3xssKoQ195QRp6Jl9c4S,27
53101,Eine Kaiserin muss glänzen,Jubiläumscast Wien 2012,pop,happy,0.463,146.847,0.538,0.524,0.648,4KMnGKLohTjMd8uD5F0SDU,27
53102,"Elisabeth, mach auf",Jubiläumscast Wien 2012,pop,moody,0.327,146.443,0.129,0.357,0.885,6MWTDw0e1N5z4w8xryd4jn,27
53103,Right in Front of Your Eyes,"Amy Spanger, Matthew Saldívar",pop,happy,0.598,145.664,0.82,0.598,0.135,4uVz63luo9MJ4aFSLuW9sz,27
53104,The Wheel,"Sarah Charles Lewis, Tuck Everlasting Original Broadway Cast Ensemble",pop,relaxed,0.206,105.472,0.504,0.473,0.834,2aTKwzFzfCnbn3Bf1HNHEQ,27
53105,"""In My Own Little Corner"" - Reprise","Laura Osnes, Victoria Clark",pop,sad,0.288,112.123,0.449,0.6,0.91,0VXg0YYguSikxQCZSELGdX,27
53106,Stuck,"Andy Karl, Groundhog Day The Musical Company, Tim Minchin",pop,happy,0.503,127.905,0.875,0.771,0.691,7FogPUYowkozG5P1NbYOEE,27
53107,Back It Up (Blick Cypher),dj Shawny,electronic,moody,0.398,175.175,0.287,0.77,0.0257,0PxE0HRS9Iddrc2ZZVmL2B,27
53108,My Own Best Friend,"Bebe Neuwirth, Ann Reinking, Rob Fisher",pop,happy,0.385,68.071,0.593,0.314,0.773,19xQOTj1dCoGkJ6JmchrnF,27
53109,A Miracle Would Happen / When You Come Home to Me,"Sherie Rene Scott, Norbert Leo Butz",pop,moody,0.46,86.163,0.323,0.397,0.817,62PIPtJCvA2axjPdpqJWGf,27
53110,This Is My Life,Samantha Barks,pop,moody,0.502,137.849,0.236,0.57,0.537,6ETgYfvafJs1OZ29hORq6Y,27
53111,"He, Ho, He!","Original (German) Cast of ""Tanz Der Vampire""",pop,moody,0.378,77.832,0.221,0.341,0.741,6qZhZC1kWLPXjhDkLFuTgk,27
53112,Knoblauch,"Original (German) Cast of ""Tanz Der Vampire""",pop,happy,0.488,134.121,0.505,0.562,0.733,7jQqyCP04UJvMeJUUbMiB5,27
53113,Waqaf,Prabh Deep,electronic,intense,0.708,69.965,0.29,0.57,0.553,3dQR2ow5CgZLLSkMkZfS2W,27
53114,Paradise Lost,BLOT!,electronic,energetic,0.804,121.008,0.668,0.708,0.0267,6zjFDWbTd9W8BAYUfDOc4B,27
53115,"Mama, wo bist du?",Jubiläumscast Wien 2012,pop,sad,0.245,70.102,0.342,0.345,0.891,6keFQcq0rbK9Lm5bLcSkUC,27
53116,Our Finest Dreams,"Mindi Dickstein, Jason Howland, 'Little Women' Original Broadway Cast",pop,happy,0.398,148.657,0.673,0.542,0.818,6doqaM8mbcYW7LDfySuAL1,27
53117,Prologue,"Laura Osnes, Rodgers + Hammerstein's Cinderella Original Broadway Ensemble",pop,moody,0.333,79.597,0.191,0.157,0.969,2gHJQUD3XDpesXvcOoIBs5,27
53118,Jailhouse Rock,"Cheyenne Jackson, Michael X. Martin, Paul Castree, All Shook Up Ensemble",pop,happy,0.571,91.178,0.547,0.479,0.0664,3Y0RzDgxKohVhVq0Rsqz27,27
53119,Look at the Sky,"Hunter Foster, Nancy Opel, Rachel Coloff, Rick Crom, Kay Walbye, Victor W. Hawks, Spencer Kayden, Ken Jennings, Megan Lawrence, Lawrence Street",pop,happy,0.358,143.519,0.5,0.56,0.814,06N1qovuUBE9SysLbZyok8,27
53120,"Fabulous, Baby! - Reprise","Patina Miller, Sister Act Original London Cast",pop,energetic,0.746,156.253,0.678,0.394,0.46,3k6Ex7XYo1VUP4B4pRsX5T,27
53121,"""He Was Tall""",Laura Osnes,pop,sad,0.255,78.2,0.123,0.334,0.895,5ezuHIXXlsPQY4rbsSKT1W,27
53122,At Long Last,"Carmen Cusack, Bright Star Original Broadway Ensemble",pop,moody,0.369,133.457,0.195,0.287,0.739,03oZAm7MpzVWk1d4iW32SQ,27
53123,Unbreakable,"Andrew Lloyd Webber, Carrie Hope Fletcher",pop,sad,0.0685,71.444,0.0774,0.513,0.935,0TzejNqW3otWqFYNWBjahJ,27
53124,Off to Massachusetts,"Mindi Dickstein, Jason Howland, 'Little Women' Original Broadway Cast",pop,relaxed,0.281,135.564,0.689,0.729,0.867,42ivGxieTiGggQ4M4Vh9ts,27
53125,Woe Is Me - Reprise,25th Annual Putnam County Spelling Bee Original Cast,pop,sad,0.0752,94.626,0.357,0.626,0.955,6dEIIiXRsvXlO7Gy1VdP9q,27
53126,Everyday (Technikore Mix),"Hardcore Masif, Technikore",pop,intense,0.95,169.991,0.333,0.439,0.000251,0oZdzFZh5KzCSiXpN218xL,27
53127,Havin' A Hunch - Original Broadway Cast Recording,David Shiner,pop,moody,0.51,161.528,0.472,0.566,0.639,1Wr1qQ834XP35I5NNZjQG8,27
53128,Easy to Be Hard,Caissie Levy,pop,happy,0.383,154.776,0.669,0.454,0.704,3o40rjeETJxUZ5XxxTFEjW,27
53129,The Schmuel Song,Norbert Leo Butz,pop,sad,0.28,85.059,0.284,0.495,0.893,43myJvsPC9hA4Zu8k4cAPI,27
53130,Just One Step,Shoshana Bean,pop,moody,0.416,132.638,0.339,0.532,0.406,6qTSaW1SkEDAibdMP7dKGU,27
53131,Die Fäden in der Hand,"Uwe Kröger, Claus Dam, Ensemble",pop,energetic,0.763,121.402,0.849,0.616,0.627,1BtYgPTQrpAe34p41woi5P,27
53132,Linerz Gempak,Linerz Motorsports,pop,energetic,0.93,78.809,0.568,0.705,0.389,1Obm4p2LtPppDIsYNtojLy,27
53133,Boyz-N-The-Hood - Remix,"Eazy-E, Ice Cube, DJ Yella",punk,happy,0.496,87.807,0.756,0.86,0.0266,1zguY1porYAdgPeiLbslFZ,27
53134,Contra La Pared,Negro Sambo,reggae,energetic,0.877,196.021,0.562,0.73,0.00177,5tPPbeYFZMv75D872Byinl,27
53135,Nobody Loves Me Like You,Chris Tomlin,folk,moody,0.684,83.516,0.357,0.493,0.0468,2vLFUP3vfSMoF2G395khbn,27
53136,Lawinesong 2.0 - Ruthless & Daani Remix,"Lawineboys, Ruthless, Daani",pop,intense,0.964,74.985,0.457,0.58,0.00829,3RauySD38uOcgPOHqkrTXn,27
53137,Sex Met Die Kale - Dj Maurice & Dr. Rude Remix,Lawineboys,pop,intense,0.989,164.999,0.382,0.576,0.115,1W1deW9HtfBNecq7GbAUPK,27
53138,Bullet in the Gun (Weaver & Steve Hill Mix),"Hardcore Masif, Weaver, Steve Hill",pop,intense,0.994,168.968,0.074,0.181,0.0015,35jHCGZIixxkAOsaTB4zzA,27
53139,The Door,George Jones,country,happy,0.351,88.492,0.559,0.381,0.942,3UA1RyDgvHWgY1upARt81q,27
53140,I'm Not Ready Yet,George Jones,country,moody,0.333,95.42,0.419,0.612,0.709,485sj95oCOUgx2SOuK1U55,27
53141,Be the Hero – Reprise,Bobby Steggert,pop,happy,0.566,115.68,0.579,0.503,0.768,1lBMVRjDEF2tZS9EwM1L1l,27
53142,"Goodbye, Little Dream, Goodbye",Laura Osnes,pop,sad,0.145,91.95,0.0714,0.236,0.946,4cFEDjjpNsg4WkHSt6lc3c,27
53143,What’s Next (feat. Big Fish Original Broadway Cast),"Bobby Steggert, Norbert Leo Butz, Big Fish Original Broadway Cast",pop,happy,0.438,121.836,0.605,0.531,0.816,7fp59MhRz8k5MOwgmqDk11,27
53144,My Indian Girl,Switch - Lock Up,pop,happy,0.697,99.996,0.505,0.948,0.0131,5budGGTak2cMuHm8XG9p3A,27
53145,Burned Out,Sevendust,electronic,intense,0.946,161.91,0.498,0.462,0.000203,3YtQEstZsfPxe7umqDi0gC,27
53146,Summertime,My Chemical Romance,emo,energetic,0.799,130.031,0.647,0.6,0.000252,4N6Y0z2oOC6M4StjTSIPEB,27
53147,Everybody,Capleton,reggae,happy,0.648,102.977,0.828,0.866,0.119,53j5bYHhCcY4WiDjgsfylo,27
53148,Acid King - Full Tilt Mix,Richie Hawtin,techno,intense,0.816,141.985,0.217,0.561,0.0416,5ruVY6icAv4DN04j0qcu1W,27
53149,"Electric Head, Part 1 (The Agony)",White Zombie,electronic,intense,0.962,139.715,0.0501,0.513,0.000134,1OzavjTvCisJ9pnWlAQToN,27
53150,I'm Not That Smart - Reprise,25th Annual Putnam County Spelling Bee Original Cast,pop,relaxed,0.185,199.422,0.517,0.497,0.819,5Xzw2ghybgC5cCwcwxPTVy,27
53151,I Am Playing Me,Heidi Blickenstaff,pop,relaxed,0.201,63.338,0.714,0.697,0.769,1zbV7ppGVtMLy5fNxYg1Zf,27
53152,Why We Like Spelling,25th Annual Putnam County Spelling Bee Original Cast,pop,moody,0.321,87.639,0.469,0.683,0.824,4p7f4OjMqejTqdy18PxL6u,27
53153,Good Girl Winnie Foster - Reprise,"Sarah Charles Lewis, Tuck Everlasting Original Broadway Cast Ensemble",pop,sad,0.221,98.595,0.405,0.507,0.489,78uuQ4uvkmn2igoS21zVEd,27
53154,In the Way,"Beth Leavel, Matthew Gumley, Original Broadway Company Of Elf The Musical",pop,happy,0.362,104.132,0.89,0.675,0.759,3SljWjQZcA65YMGC9mjYFR,27
53155,Science Fiction Double Feature,"Daphne Rubin-Vega, The Rocky Horror Show Ensemble (2000)",pop,moody,0.638,115.168,0.469,0.712,0.368,7eHq5OcuJAyCgE3GAKdb98,27
53156,Silence (Technikore Mix),"Hardcore Masif, Technikore",pop,intense,0.926,174.968,0.201,0.471,0.000113,74MhlpoGAJ9ifOLlebh1J3,27
53157,Believe In The Future - Radio Edit,Critical Mass,pop,intense,0.931,169.97,0.179,0.497,0.00697,73aU3qXvFvncBJUisAMi5C,27
53158,Days Go By (Technikore Mix),"Hardcore Masif, Technikore",pop,intense,0.994,170.013,0.356,0.537,0.000131,2uyTefoLGU2pg0V467quGM,27
53159,Oh my sun,Art Of Fighters,pop,intense,0.945,94.958,0.0384,0.329,0.0628,5r5b5vgSbobmUSAELrrUcj,27
53160,Buenos Aires,"Andrew Lloyd Webber, Elena Roger",pop,energetic,0.754,119.753,0.538,0.674,0.315,16R5kr4QDLscCha0IgP64v,27
53161,Arpf*cks,Jkyl & Hyde,reggae,intense,0.819,139.886,0.0665,0.692,0.00748,77z5bT7KYcOJioVQ7zQyNG,27
53162,Trickin' upon Di Track (feat. Spelim),"Mahom, Spelim",reggae,moody,0.377,139.96,0.275,0.854,0.0661,39wVnR2w6OavVJPxMyUIeF,27
53163,I Got Werk,Moodymann,techno,energetic,0.732,120.891,0.844,0.809,0.0276,66KenbX326A4R52A2VFcbf,27
53164,Ozymandias,Sigmun,rock,intense,0.939,172.609,0.361,0.204,0.0171,7yUqfPDLKsr6byAJg6mvOF,27
53165,Piece of My Heart,"Big Brother & The Holding Company, Janis Joplin",rock,energetic,0.72,80.277,0.566,0.571,0.223,4KVMPQ5ei2LKBaeMmcOBBA,27
53166,Chuck Berry Holiday,Nobunny,rock,happy,0.668,90.34,0.809,0.501,0.409,6c6JxHmNgsFTNQbhR6B6C2,27
53167,We Don't Care,Polish Club,rock,intense,0.939,172.051,0.337,0.426,0.000639,3B6c6S2aPsIe0T0MIPJ1S8,27
53168,Just Ace,Grinspoon,rock,energetic,0.867,100.318,0.818,0.57,3.6e-05,1ilylaGsj4XPJvFs2tvYdW,27
53169,Ich und die Stadt,"Public Service Broadcasting, Nina Hoss",rock,sad,0.218,126.588,0.282,0.321,0.869,7JsfqAgBuqDcX1bDcbo8Eq,27
53170,Hanuman Chalisa (Asante Sana Remix),Shanti People,electronic,energetic,0.949,170.034,0.901,0.653,0.0913,6mx6kZqFsUaT3rYdxQ4Ajw,27
53171,Stay A While,Shaneil Muir,reggae,energetic,0.715,126.757,0.966,0.85,0.698,2JPJtKMcX2WCeyjJq5weQi,27
53172,Deprivation,Squash,reggae,intense,0.728,126.387,0.165,0.635,0.224,347JT3IGkLpE6lf3uIY7X1,27
53173,Do It Again - Remastered 2012,The Beach Boys,rock,happy,0.552,118.04,0.888,0.752,0.534,7lBMYdsIxaZj1M6rCz78JT,27
53174,Kender De Det?,"Hva Snakker Du Om?, Anders Matthesen, Bossy Bo",pop,happy,0.526,116.596,0.916,0.615,0.721,3lN2hvwBsYssVzyJiSYDQZ,27
53175,Ağlarsa Anam Ağlar,3 Hürel,rock,happy,0.512,99.67,0.813,0.749,0.274,2HNIknCF59i1QoXzQUM7cw,27
53176,Pedestrian,Grinspoon,rock,energetic,0.964,175.345,0.819,0.423,0.000155,381UrJYySidrMAIgZB9I8S,27
53177,Vortex Club,Titus1,electronic,intense,0.97,74.997,0.0593,0.51,0.000118,6NWEQmLBJ1G9rnv1jCZp8Z,27
53178,Üryan Geldim,Cem Karaca,rock,happy,0.352,94.243,0.647,0.291,0.123,7bUiZJLSulX4L0vAdljVQK,27
53179,On My Own,Carrie Hope Fletcher,pop,sad,0.154,147.873,0.321,0.299,0.873,64bMEZtVjP5r1mjH5RR17R,27
53180,"Elk Tour Suite, Pt. 1 & 2","Brian Stokes Mitchell, Lea Salonga",pop,sad,0.291,110.511,0.09,0.414,0.863,5lnw6SzxJzakJFLCjauxml,27
53181,Músicas Principais - A Pequena Sereia,"Alan Menken, Disney",pop,sad,0.244,88.505,0.13,0.227,0.819,0JLqlXev7QGsvzoLdzQELs,27
53182,Metal Fans,Brian Posehn,pop,happy,0.571,106.625,0.741,0.719,0.931,0kp1hwbygxLb0MtGwM4bYO,27
53183,Brick O Dildos,Christopher Titus,pop,intense,0.891,129.099,0.209,0.638,0.87,5bhDDKyI5PBu5HvhcmE4Rd,27
53184,Ghosts Of Memory,Tiger Army,rock,energetic,0.954,134.51,0.759,0.405,0.000187,4cw0g10w0KD6Dcj5Nndm8h,27
53185,Pornoactress,Dopplereffekt,techno,energetic,0.762,128.482,0.963,0.804,0.0579,3w4GMecB6E8NXkzBfpDuiP,27
53186,Boundary,Grinspoon,rock,energetic,0.895,107.618,0.76,0.456,3.97e-06,0T9VC4ZjMR8pEXSS0YOSYX,27
53187,Post Enebriated Anxiety,Grinspoon,rock,energetic,0.83,168.242,0.847,0.468,0.000524,6qwHoxJKma0CGaGz3EpArE,27
53188,Çıt Çıt Çedene,Barış Manço,rock,happy,0.506,82.515,0.894,0.683,0.599,45LpIgOnh3OryDAuYXqTkp,27
53189,Eski Bir Fincan,Barış Manço,rock,relaxed,0.245,152.179,0.924,0.732,0.436,5ItGjXlC75eSKjlk6lIccr,27
53190,Elogio à Instituição do Cinismo,Boogarins,rock,intense,0.768,120.05,0.333,0.485,7.3e-05,4TNkbRrsbfpttq1p9gQwIq,27
53191,Hell Hound,Sir Lord Baltimore,rock,intense,0.899,102.092,0.497,0.362,0.00339,5FlTfq71n5Fxrei3B07Vx2,27
53192,Süper Babaanne,Barış Manço,rock,happy,0.569,121.838,0.711,0.54,0.553,0radOSkTcaqAbENRedC5bK,27
53193,Bir Dünya Arıyorum,Kramp,rock,intense,0.701,117.047,0.457,0.331,0.0989,1QacMrZTHc8EUIbIAp6qKO,27
53194,Wishing You Were Somehow Here Again,"Andrew Lloyd Webber, Emmy Rossum",pop,sad,0.0613,91.653,0.0752,0.169,0.933,343YKyQVxUR6RDs90q4NrJ,27
53195,The Journey To The Heaviside Layer,"Andrew Lloyd Webber, ""Cats"" 1983 Broadway Cast",pop,moody,0.346,96.925,0.125,0.353,0.879,1c4NpKUtZcMksueBEJ0MiL,27
53196,Titli Udi Bus Mein Chadi,WowKidz,pop,happy,0.463,125.009,0.761,0.93,0.88,3H3KHEifg4i7RZedDqZeX0,27
53197,Ham Meyvayı Kopardılar Dalından,Barış Manço,rock,happy,0.513,109.512,0.892,0.589,0.144,6Rrd4SPndUw1G5C0UkJKnC,27
53198,Pornoviewer,Dopplereffekt,techno,energetic,0.762,120.311,0.691,0.811,0.237,3MbKzsChMQ4xT9UMqGqyFx,27
53199,Rikki Don't Lose That Number,Steely Dan,rock,happy,0.46,116.124,0.635,0.65,0.552,1DFdbWXLe4D2MHvBfIPQKQ,27
53200,Bedava Yaşıyoruz,Cem Karaca,rock,energetic,0.763,146.218,0.6,0.442,0.796,0UgAZtkSkSf56vCjsCcnEA,27
53201,"Man Smart, Woman Smarter - Live at Civic Arena, Pittsburgh, PA, April 2, 1989",Grateful Dead,rock,happy,0.577,96.789,0.829,0.49,0.815,7I6TcUVS3GiRIPCZwx6QGa,27
53202,"Introduction - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",Grateful Dead,rock,happy,0.419,100.573,0.542,0.658,0.546,5L7hKjKiQap6F28aqqbXpP,27
53203,"Casey Jones - Live in Veneta, Oregon 8/27/72",Grateful Dead,rock,happy,0.545,93.491,0.726,0.554,0.742,7FxxBNwN27gcqRjzSE6T9N,27
53204,Nekrofelia,Nekromantix,rock,energetic,0.763,138.519,0.652,0.557,0.00817,6hEwlV2sVno421TZtnduKY,27
53205,David Byrne's Badside,Courting,rock,energetic,0.906,149.674,0.571,0.328,0.00133,3b7OG6vJYLvLw5cD2vJGiJ,27
53206,Feel like a Stranger - Live October 1989 - April 1990,Grateful Dead,rock,energetic,0.819,110.498,0.704,0.471,0.139,0w6YFfnIULlHktTKbdS484,27
53207,Ungrateful Are the Dead,Graveyard,rock,intense,0.84,118.289,0.495,0.31,0.00113,1z8H51b7Smv1VVoFJi1cUt,27
53208,Vida De Cachorro,Os Mutantes,rock,moody,0.415,154.849,0.273,0.341,0.752,1YrTAW0NP5dniCPFqoG8CT,27
53209,Cinderella's Soliloquy,"Andrew Lloyd Webber, Carrie Hope Fletcher",pop,sad,0.269,140.108,0.208,0.413,0.676,67vjYp1rsWoE0h0aHM57rc,27
53210,i/O,Mengers,rock,intense,0.985,167.051,0.361,0.379,0.000148,1wd9Niui5BNBP1gGEiJ7v0,27
53211,Kimbilir,Kamuran Akkor,rock,moody,0.41,114.311,0.322,0.458,0.764,5FeXVT3M7ppmN04GcHGmrd,27
53212,Yalvarırım Affet,Kamuran Akkor,rock,moody,0.341,71.177,0.275,0.485,0.961,3gtqjuFl9ybkgsVGrMqVvY,27
53213,The Ladder,Motorpsycho,rock,moody,0.652,181.99,0.0705,0.291,0.00209,39lMFaI4VWe09e3exRX5sw,27
53214,De Mí para Tú,"Almeyda, Energizer",reggae,happy,0.636,99.936,0.565,0.797,0.233,4N5y4c34CIyWv9sSASGxHY,27
53215,My Dreams - Remastered,The Gun Club,rock,energetic,0.804,194.263,0.777,0.367,0.00368,66dugDe9CKaXt9ZOFiKT0d,27
53216,Papa Gene's Blues,The Monkees,rock,energetic,0.728,113.333,0.833,0.552,0.421,2Jk5c7uRBg5O60olRnMpY1,27
53217,Vai-Lapalam - All Star Freemix,"Rabbit Mac, Sheezay, MC Syze, Psychomantra, Roshan Jamrock, Lady Kash, Nigel Sparks, Switche Stylomannavan, Balan Kashmir, Harvinth Skin, Kidd Santhe, DJ Ruckes, Bone Killa, Lawrence Soosai, Bugz",pop,energetic,0.873,98.003,0.548,0.785,0.0315,4GJna3gI2IO4AGWISiSgLk,27
53218,The Pubic Hair Song,Kevin Bloody Wilson,pop,happy,0.443,115.536,0.76,0.566,0.687,5i8MyYffegIcalcDWSqgIa,27
53219,Rock N' Roll Queen,The Mash,pop,intense,0.993,74.964,0.334,0.499,0.000377,77I8OfGXSS8UHVxqqbMTQy,27
53220,Fluid,Yosi Horikawa,electronic,moody,0.557,91.013,0.342,0.559,0.54,59xPgtPmhM16y47JX3ETUO,27
53221,Schizophrenia,ZABO,electronic,intense,0.848,94.993,0.251,0.795,0.00576,3Voxs701PykNiku7EOcB8L,27
53222,Hey Siri,salem ilese,indie pop,moody,0.361,98.087,0.4,0.429,0.538,7ESi0RDUIR0YZYI5vVl3Bz,27
53223,Luid de kerst in (Reprise),Willemijn Verkaik,pop,sad,0.0893,86.749,0.258,0.468,0.987,3mBz8VzcVFg49ddbWc0Sjy,27
53224,Otwórz oczy,Germaine Franco,pop,sad,0.101,82.704,0.0636,0.249,0.862,1vrJZt6d4Z8RQaIRCaAmCA,27
53225,Save You,Simple Plan,punk,intense,0.864,158.984,0.489,0.237,0.000214,5C1RYhiWM3mPIVSxeBZYiw,27
53226,Megaman 2,The Adventures of Duane & Brando,pop,happy,0.574,150.375,0.542,0.266,0.000104,3An7MrOZHfQCg789ZuqXnD,27
53227,Introduction,Ralphie May,pop,intense,0.869,116.889,0.119,0.317,0.927,5H6kWqws4e4bYnMwaBxQOD,27
53228,Facebook and Judging People,Rachel Feinstein,pop,intense,0.802,101.349,0.46,0.628,0.828,5NDVx9nNrF1Ytu8gSo1PZE,27
53229,香港戀情,Jody Chiang,pop,moody,0.433,91.042,0.397,0.57,0.626,61jVIqgx2EDzc8Ht5KKQuw,27
53230,往事就是我的安慰,音樂磁場,pop,moody,0.318,116.994,0.158,0.603,0.168,6Gy7YVd4sI74YoGUuNyFsf,27
53231,Antonios Stimme,Germaine Franco,pop,moody,0.321,108.063,0.213,0.424,0.501,3XT1v1ls6FhBhX7hZ0L36d,27
53232,別對我說以後,Feng Ze,pop,intense,0.788,81.013,0.339,0.577,0.173,1tUX3ANNsyPzwQSMiILWha,27
53233,月夜愁,Jody Chiang,pop,moody,0.448,95.67,0.343,0.534,0.602,2SOM1O2A53zaNTLkZABAPY,27
53234,無畏的明天,Bii,pop,intense,0.749,119.98,0.324,0.602,0.018,1Y0fRLWX9rLGccCCRFGzXf,27
53235,Tall Canadian Lady,Chad Daniels,pop,energetic,0.797,59.54,0.654,0.689,0.712,23pZMteb67MFM7RAHveMRn,27
53236,His Cock's Got Ribs,Kevin Bloody Wilson,pop,happy,0.587,199.821,0.887,0.542,0.513,0TGqtoQcvUJRiAKkYRS3ew,27
53237,CD Airport Bar,Kathleen Madigan,pop,intense,0.937,133.587,0.294,0.645,0.784,2QtBWTz2IGx0sFDask6NNQ,27
53238,Morgenrapporten,"Anders Hatlo, Petter Jølstad",pop,happy,0.601,151.336,0.837,0.522,0.492,0F3Tuj1xV2rBtHklHmJAEE,27
53239,Ma Belle Evangeline,"Jim Cummings, Terence Blanchard",pop,moody,0.361,137.293,0.321,0.385,0.774,1dDNi4oSwyr0YtBf2UriTQ,27
53240,K.C. Is the Garden of Eden,Kathleen Madigan,pop,intense,0.869,81.947,0.31,0.496,0.786,38bEZiXD665BgPZ4U62HnF,27
53241,White Christmas,Leonardo Holmes,pop,sad,0.0167,73.938,0.244,0.371,0.983,1AuVNrzAmDnfgyYId0fve1,27
53242,Wybór Nie Zakaz,Gruzja,metal,intense,0.973,124.976,0.25,0.499,0.000156,3mTgAI0JvkBcOJCj3B9iEk,27
53243,Cha$e The Bag,AMARIA BB,pop,happy,0.408,134.958,0.641,0.804,0.483,0mZCC35BQ3EVnMUc2ysog8,27
53244,Alejandro,Sajanka,trance,intense,0.891,148.001,0.192,0.66,0.197,216UNs7lSOQNVcH6saiLOD,27
53245,Jamil,Pettra,trance,moody,0.628,138.016,0.194,0.649,0.00278,4FF9V7CCKx5RajkF92d07e,27
53246,Mellow Desert,"Sajanka, Barsha",trance,intense,0.929,150.016,0.353,0.577,0.226,4bsaUtRfcQMVTCo6OOCKEk,27
53247,Superhorn,"Gammer, Darren Styles",pop,energetic,0.979,160.047,0.541,0.553,0.0141,2BJ3UgJ3mjZhgFlCdZQJDe,27
53248,NGMF,"Gammer, Riot Ten",pop,intense,0.883,149.965,0.252,0.739,0.0185,56Bl62Xfm0HZvaI87NZfWK,27
53249,Patriot Moral Prematur,DeadSquad,metal,intense,0.973,105.615,0.239,0.286,0.000358,4B3DQBw9wgBRPsz8J1KEK4,27
53250,Die tijd van het jaar (Reprise),Carlo Boszhard,pop,sad,0.103,175.573,0.257,0.186,0.92,1qmbTDJCc5APS5nYBO7D94,27
53251,Barbari (Part I),"Franco Chillemi, Remo Girone",pop,happy,0.538,139.444,0.664,0.506,0.805,08OxaYELuEIHjOegaAAYbr,27
53252,If I Told You,"Stephen Lynch, Laura Benanti",pop,moody,0.307,118.448,0.336,0.387,0.791,7BkpBDIDKUyAhdCmTp3fEQ,27
53253,Pot—The Gateway Drug,Kathleen Madigan,pop,energetic,0.912,108.307,0.547,0.668,0.78,2DmclsX3DmIn9dtlWJOF5c,27
53254,偷偷愛著你,楊宗憲,pop,moody,0.374,76.104,0.335,0.482,0.397,63pafODYK7IpztGhgqtmu9,27
53255,Heaven on Earth,I AM,metal,intense,0.937,80.13,0.0599,0.185,8.28e-05,2rRR9o5zjuSUwrspfyXKPr,27
53256,Belleza Exótica,Shamanes Crew,reggae,energetic,0.726,97.981,0.591,0.82,0.018,46e0K8NVojDxaScX7YUVRR,27
53257,Juntos (feat. La Combo Tortuga),"Shamanes Crew, La Combo Tortuga",reggae,energetic,0.826,95.034,0.804,0.747,0.158,1yvr3ry70jWh1reFF70nfU,27
53258,Hasta La Mañana,Shamanes Crew,reggae,energetic,0.79,103.965,0.532,0.69,0.0286,40PHkeiMhlAVrgkhBcyYVS,27
53259,Sin Dudarlo,"Shamanes Crew, Zaturno",reggae,energetic,0.873,95.041,0.813,0.788,0.111,0LyRYmgwJqYdk4yHHJ6aPH,27
53260,Don't Worry,Sanchez,reggae,happy,0.391,165.919,0.803,0.744,0.0117,5vZxZr7qPgIV5zVVBMat6n,27
53261,Man Er Som Man Er,"Laus Høybye, Krummerne",pop,happy,0.612,124.906,0.796,0.747,0.339,6pLvjDD84YxW9BzrCQuz63,27
53262,Questions au petit-déjeuner,Germaine Franco,pop,sad,0.102,127.724,0.12,0.497,0.891,4sklNb2Rh7DZLZD0PWsvzN,27
53263,Você Não Vai Parar (Ao Vivo),"André Leono, Samuel Messias",pop,moody,0.455,124.154,0.131,0.464,0.334,77O3rYXhVwwd7IGZZuzBnW,27
53264,La tour de Bruno,Germaine Franco,pop,sad,0.0614,147.868,0.0329,0.162,0.776,6ADGjrfQHIGzsYcsONV4aC,27
53265,Ba La La La La La La La La - Without Dialogue,Tokyo Disneyland,pop,energetic,0.94,165.042,0.9,0.601,0.00886,724DQ9DZFiiy18JLv77WtQ,27
53266,Come Cosas Sanas,"Doctora Juguetes, Felpita, Lambie, Mona",pop,moody,0.651,169.969,0.412,0.58,0.574,3JNKzdE5qB78Z9bvlgJyWV,27
53267,Lo Que El Doctor Te Dice,"Doctora Juguetes, Felpita, Lambie, Hallie",pop,intense,0.714,149.877,0.485,0.489,0.117,0BmDe0L54FgvTyjnRdXlRt,27
53268,Nån som e nån,Kaliffa,reggae,happy,0.613,113.961,0.687,0.846,0.127,0Ckt5EkSTqAW65ddr1HftD,27
53269,1990,Kaliffa,reggae,energetic,0.87,90.004,0.636,0.683,0.0862,0HeGFS3GMuBufoeLr5C9Hz,27
53270,牽掛,黃仲崑,pop,moody,0.512,77.184,0.336,0.464,0.509,0k63CZovrFDeECSiNxytQx,27
53271,Finally Mine feat. Haexxa,"Alfred Heinrichs, Haexxa",house,intense,0.727,140.001,0.0579,0.775,0.0545,5qNJUVdTtkwEMBktQIhIJF,27
53272,Bier Bauch Baby,Lorenz Büffel,pop,energetic,0.923,100.052,0.814,0.775,0.101,5ISowUrTuqf0mbeRle9494,27
53273,The Plug,Gabbana,house,energetic,0.874,111.995,0.553,0.655,0.00739,6ohT0RqfkFOOUeZm7TmHfE,27
53274,You Are We,Crazy P,house,happy,0.394,123.983,0.788,0.766,0.00854,6YED5fQzVCXl7vTjN71DEM,27
53275,無言的結局,"Daniel Lo, 林淑容",pop,happy,0.628,83.042,0.701,0.575,0.603,0YKJCMDtdfZs6MTtUSnBk9,27
